Municipality,Map URL,Flag URL,Coat of Arms URL
,"https://en.wikipedia.org/wiki/File:Flag_of_Adjuntas,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Escudo_de_Adjuntas%2C_Puerto_Rico.svg/50px-Escudo_de_Adjuntas%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Aguada_(PR).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Escudo_de_Aguada%2C_Puerto_Rico.svg/50px-Escudo_de_Aguada%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Bandera_de_Aguadilla,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Escudo_de_Aguadilla%2C_Puerto_Rico.svg/50px-Escudo_de_Aguadilla%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Aguas_Buenas.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Escudo_de_Aguas_Buenas%2C_Puerto_Rico.svg/50px-Escudo_de_Aguas_Buenas%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Bandera_de_Aibonito,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Escudo_de_Aibonito%2C_Puerto_Rico.svg/50px-Escudo_de_Aibonito%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_A%C3%B1asco.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Escudo_de_A%C3%B1asco%2C_Puerto_Rico.svg/50px-Escudo_de_A%C3%B1asco%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Bandera_de_Arecibo,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Escudo_de_Arecibo%2C_Puerto_Rico.svg/50px-Escudo_de_Arecibo%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_official_of_Arroyo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Coat_of_Arms_official_of_Arroyo.svg/50px-Coat_of_Arms_official_of_Arroyo.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Barceloneta,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Escudo_de_Barceloneta%2C_Puerto_Rico.svg/50px-Escudo_de_Barceloneta%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Barranquitas.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Escudo_de_Barranquitas%2C_Puerto_Rico.svg/50px-Escudo_de_Barranquitas%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Bayamon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Coat_of_arms_of_Bayam%C3%B3n%2C_Puerto_Rico.svg/50px-Coat_of_arms_of_Bayam%C3%B3n%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Cabo_Rojo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Escudo_de_Cabo_Rojo%2C_Puerto_Rico.svg/50px-Escudo_de_Cabo_Rojo%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Caguas.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Coat_of_arms_of_Caguas.svg/50px-Coat_of_arms_of_Caguas.svg.png,N/A
,https://en.wikipedia.org/wiki/File:CamuyFlag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Coat_of_arms_of_Camuy%2C_Puerto_Rico.svg/50px-Coat_of_arms_of_Camuy%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Bandera_de_Can%C3%B3vanas,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Escudo_de_Can%C3%B3vanas%2C_Puerto_Rico.svg/60px-Escudo_de_Can%C3%B3vanas%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Carolina,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Escudo_de_Carolina%2C_Puerto_Rico.svg/50px-Escudo_de_Carolina%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Cata%C3%B1o,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Escudo_de_Cata%C3%B1o%2C_Puerto_Rico.svg/50px-Escudo_de_Cata%C3%B1o%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Bandera_de_Cayey,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Escudo_de_Cayey%2C_Puerto_Rico.svg/50px-Escudo_de_Cayey%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:CeibaFlag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Escudo_de_Ceiba%2C_Puerto_Rico.svg/50px-Escudo_de_Ceiba%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Ciales.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Escudo_de_Ciales%2C_Puerto_Rico.svg/50px-Escudo_de_Ciales%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Bandera_de_Cidra,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Escudo_de_Cidra%2C_Puerto_Rico.svg/50px-Escudo_de_Cidra%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Coamo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Escudo_de_Coamo%2C_Puerto_Rico.svg/50px-Escudo_de_Coamo%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Comerio.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Escudo_de_Comer%C3%ADo%2C_Puerto_Rico.svg/50px-Escudo_de_Comer%C3%ADo%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Corozal.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Coat_of_arms_of_Corozal%2C_Puerto_Rico.svg/50px-Coat_of_arms_of_Corozal%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Culebra_(Puerto_Rico).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Coat_of_arms_of_Culebra%2C_Puerto_Rico.svg/50px-Coat_of_arms_of_Culebra%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:DoradoFlag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Escudo_de_Dorado%2C_Puerto_Rico.svg/50px-Escudo_de_Dorado%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Fajardo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Escudo_de_Fajardo_%28Puerto_Rico%29.svg/50px-Escudo_de_Fajardo_%28Puerto_Rico%29.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Florida,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Blason_ville_Florida_%28Porto-Rico%29.svg/50px-Blason_ville_Florida_%28Porto-Rico%29.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Guanica.svg,N/A,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Guayama,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Escudo_de_Guayama%2C_Puerto_Rico.svg/50px-Escudo_de_Guayama%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Guayanilla.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Escudo_de_Guayanilla%2C_Puerto_Rico.svg/50px-Escudo_de_Guayanilla%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Guaynabo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Escudo_de_Guaynabo%2C_Puerto_Rico.svg/50px-Escudo_de_Guaynabo%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Gurabo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Escudo_de_Gurabo%2C_Puerto_Rico.svg/50px-Escudo_de_Gurabo%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Hatillo,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Hatillo_coat_of_arms.svg/50px-Hatillo_coat_of_arms.svg.png,N/A
,https://en.wikipedia.org/wiki/File:HormiguerosFlag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Escudo_de_Hormigueros%2C_Puerto_Rico.svg/50px-Escudo_de_Hormigueros%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Humacao.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Escudo_de_Humacao%2C_Puerto_Rico.svg/50px-Escudo_de_Humacao%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Isabela.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Escudo_de_Isabela%2C_Puerto_Rico.svg/50px-Escudo_de_Isabela%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Jayuya.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Escudo_de_Jayuya%2C_Puerto_Rico.svg/50px-Escudo_de_Jayuya%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Municipio_de_Juana_D%C3%ADaz.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/CoA_Municipio_de_Juana_D%C3%ADaz.svg/50px-CoA_Municipio_de_Juana_D%C3%ADaz.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Juncos.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Coat_of_arms_of_Juncos%2C_Puerto_Rico.svg/50px-Coat_of_arms_of_Juncos%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Lajas_(PR).svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Escudo_de_Lajas%2C_Puerto_Rico.svg/50px-Escudo_de_Lajas%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Grito_de_Lares_(current,_medium_blue).svg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Escudo_de_Lares%2C_Puerto_Rico.svg/50px-Escudo_de_Lares%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:LasMarias.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Escudo_de_Las_Mar%C3%ADas%2C_Puerto_Rico.svg/50px-Escudo_de_Las_Mar%C3%ADas%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:LasPiedrasFlag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Escudo_de_Las_Piedras%2C_Puerto_Rico.svg/50px-Escudo_de_Las_Piedras%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Loiza_Flag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Escudo_de_Loiza%2C_Puerto_Rico.svg/50px-Escudo_de_Loiza%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Bandera_de_Luquillo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Escudo_de_Luquillo.svg/50px-Escudo_de_Luquillo.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Manat%C3%AD.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Blason_ville_pr_Manat%C3%AD.svg/50px-Blason_ville_pr_Manat%C3%AD.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Maricao.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Escudo_de_Maricao%2C_Puerto_Rico.svg/50px-Escudo_de_Maricao%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Maunabo,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Escudo_de_Maunabo%2C_Puerto_Rico.svg/50px-Escudo_de_Maunabo%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Mayaguez-flag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Mayag%C3%BCez_seal.JPG/50px-Mayag%C3%BCez_seal.JPG,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Moca.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Escudo_de_Moca%2C_Puerto_Rico.svg/50px-Escudo_de_Moca%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Bandera_de_Morovis,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Escudo_de_Morovis%2C_Puerto_Rico.svg/50px-Escudo_de_Morovis%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Bandera_de_Naguabo,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Escudo_de_Naguabo%2C_Puerto_Rico.svg/50px-Escudo_de_Naguabo%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Naranjito,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Escudo_de_Naranjito%2C_Puerto_Rico.svg/50px-Escudo_de_Naranjito%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Orocovis.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Coat_of_arms_of_Orocovis%2C_Puerto_Rico.svg/49px-Coat_of_arms_of_Orocovis%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Patillas.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Escudo_de_Patillas%2C_Puerto_Rico.svg/50px-Escudo_de_Patillas%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Bandera-pe%C3%B1uelas.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Escudo_de_Pe%C3%B1uelas%2C_Puerto_Rico.svg/50px-Escudo_de_Pe%C3%B1uelas%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Bandera_de_Ponce,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Ponce%2C_Puerto_Rico_Escudo.svg/50px-Ponce%2C_Puerto_Rico_Escudo.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Quebradillas.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Escudo_de_Quebradillas%2C_Puerto_Rico.svg/50px-Escudo_de_Quebradillas%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Rincon_Flag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/EscudoRincon.png/47px-EscudoRincon.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Rio_Grande,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Escudo_de_R%C3%ADo_Grande%2C_Puerto_Rico.svg/50px-Escudo_de_R%C3%ADo_Grande%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:SabanaGrande.jpg,N/A,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Salinas,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Escudo_de_Salinas%2C_Puerto_Rico.svg/50px-Escudo_de_Salinas%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Bandera_de_San_Germ%C3%A1n.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Escudo_de_San_German%2C_Puerto_Rico.svg/50px-Escudo_de_San_German%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_San_Juan,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Coat_of_arms_of_San_Juan%2C_Puerto_Rico.svg/50px-Coat_of_arms_of_San_Juan%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_San_Lorenzo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Escudo_de_San_Lorenzo%2C_Puerto_Rico.svg/50px-Escudo_de_San_Lorenzo%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_San_Sebasti%C3%A1n,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Escudo_de_San_Sebasti%C3%A1n%2C_Puerto_Rico.svg/50px-Escudo_de_San_Sebasti%C3%A1n%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Santa_Isabel.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Escudo_de_Santa_Isabel%2C_Puerto_Rico.svg/50px-Escudo_de_Santa_Isabel%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Toa_Alta.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Escudo_de_Toa_Alta%2C_Puerto_Rico.svg/50px-Escudo_de_Toa_Alta%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Flag_of_Toa_Baja,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Escudo_de_Toa_Baja%2C_Puerto_Rico.svg/50px-Escudo_de_Toa_Baja%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Bandera_de_Trujillo_Alto,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Escudo_de_Trujillo_Alto%2C_Puerto_Rico.svg/50px-Escudo_de_Trujillo_Alto%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:UtuadoFlag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Escudo_de_Utuado%2C_Puerto_Rico.svg/50px-Escudo_de_Utuado%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Vega_Alta_Flag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Escudo_de_Vega_Alta%2C_Puerto_Rico.svg/50px-Escudo_de_Vega_Alta%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Vega_Baja_Flag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Coat_of_arms_of_Vega_Baja%2C_Puerto_Rico.svg/50px-Coat_of_arms_of_Vega_Baja%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Vieques_Flag.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Escudo_de_Vieques%2C_Puerto_Rico.svg/50px-Escudo_de_Vieques%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Villalba.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Escudo_de_Villalba%2C_Puerto_Rico.svg/50px-Escudo_de_Villalba%2C_Puerto_Rico.svg.png,N/A
,https://en.wikipedia.org/wiki/File:Flag_of_Yabucoa.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Escudo_de_Yabucoa%2C_Puerto_Rico.svg/50px-Escudo_de_Yabucoa%2C_Puerto_Rico.svg.png,N/A
,"https://en.wikipedia.org/wiki/File:Bandera_de_Yauco,_Puerto_Rico.svg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Escudo_de_Yauco%2C_Puerto_Rico.svg/50px-Escudo_de_Yauco%2C_Puerto_Rico.svg.png,N/A
